,asin,reviews,entity
514,B06XFG7157,I am in college and I need a sturdy and solid computer that comes with a high response rate.,['Computer']
515,B06XFG7157,"I don't really have huge budget and all I want is an affordable computer that can play games well. Moreover, I want it to be fast and fashionable.",['Computer']
516,B06XFG7157,I need a computer within my budget.,['Computer']
517,B06XFG7157,I'm an IT student and I need a computer that looks cool.,"['Information technology', 'Computer']"
518,B06XFG7157,"I need a powerful laptop to bring to class so it should be small but with a big screen for multitasking. I have got long lectures so the battery life should be great. Besides that, I want it to handle games well. It should be fast, responsive and economical. The looking should be sleek with a full keyboard.","['Computer multitasking', 'Rechargeable battery', 'Computer keyboard']"
519,B06XFG7157,I am finding the best computer with the best price.,['Computer']
520,B06XFG7157,A fast computer with a reasonable price is what I need.,['Computer']
521,B06XFG7157,I won't pay too much money for a good computer.,['Computer']
522,B06XFG7157,I am finding a computer with great price.,['Computer']
523,B06XFG7157,I need to change my old laptop and I need one that run quietly and cool. I need to perform games well with a relatively low cost.,[]
524,B06XFG7157,Speed is important for my computer.,['Computer']
525,B06XFG7157,I play games on laptop and I am finding a professional computer for that.,['Computer']
526,B06XFG7157,I am just a student so I need a computer with low price.,['Computer']
527,B06XFG7157,I used to use PCs but now I want a laptop with good hardware.,[]
528,B06XFG7157,I would be happy to receive a quality computer with my money paid.,['Computer']
529,B06XFG7157,A fast computer that is cheap and easy to use would be my ideal computer.,"['Computer', 'Computer']"
530,B06XFG7157,I tend to look at other's reviews before purchasing a computer and I want one that play games well and quietly.,['Computer']
531,B06XFG7157,I need a new computer to support my work that is solidly built with low cost.,['Computer']
532,B06XFG7157,I am replacing my old computer which I want a new one that has cool design and beautiful display. It should also be light and well built.,['Computer']
533,B06XFG7157,"Once I find a computer that fits my needs, I am willing to spend the appropiate amount of money.",['Computer']
534,B06XFG7157,I am finding myself a perfect gaming laptop.,['Gaming computer']
535,B06XFG7157,"I don't want my old computer anymore and I am finding a new one that boots fast. For the specs, it should look great with a sturdy keyboard and nice trackpad.","['Computer', 'Computer keyboard', 'Touchpad']"
536,B06XFG7157,"I do create art in Photoshop, and as a result I need a computer that can handle large files perfectly.","['Computer', 'Adobe Photoshop']"
537,B06XFG7157,I don't want the new computer to constantly lag as my previous computer.,"['Computer', 'Computer']"
538,B06XFG7157,I am planning to find a new laptop that has a good processor and build well. Nice sound and nice amount of memory are also expected.,['Nice']
539,B06XFG7157,I know a lot of things about computer and I am now finding a economical computer for myself.,"['Computer', 'Computer']"
540,B06XFG7157,I do a lot of gaming and I am in need of a new computer that perform well in that aspect. I also like to have lighted keyboard with a great price.,"['Computer keyboard', 'Computer']"
541,B06XFG7157,I am finding myself a nice computer which is fast and nicely designed. I need the graphics to be good.,['Computer']
542,B06XFG7157,I need a new computer that comes with a good price.,['Computer']
543,B06XFG7157,I am lacking money currently but I need a computer with nice price.,"['Computer', 'Saint Etienne discography']"
544,B06XFG7157,I don't have much criteria for my new computer. I just want it to be reasonably priced.,['Computer']
545,B06XFG7157,I wish I would be happy with the money I spent for a perfect computer.,['Computer']
546,B06XFG7157,My old computer needs replacement and I hope the new one comes with great specs and run smoothly.,['Computer']
547,B06XFG7157,I am buying a computer as Christmas present for my son and he specifies that it has to be great for games.,"['Computer', 'Christmas']"
548,B06XFG7157,I cannot put a thick laptop into my bag.,[]
549,B077RQSMSR,I need a Christmas present for my girlfriend and she wants a laptop that boot up fast and can be set up easily. The graphics should be amazing.,"['Booting', 'Christmas']"
550,B077RQSMSR,I use laptop to watch movies so a large screen and clear pictures are necessary. I also want it to be easy to use and priced right.,[]
551,B077RQSMSR,We are finding a new computer with a reasonable price.,[]
552,B077RQSMSR,"I have to do homework at night so it's better to include a backlit keyboard. Moreover, I want it be to fast and lightweight.",['Computer keyboard']
553,B077RQSMSR,Our homeschooled kids need some computers with large screen for learning.,[]
554,B077RQSMSR,I am finding a fast laptop with a high performance-cost ratio.,[]
555,B077RQSMSR,My old laptop needs replacement and I need a new one that has beautiful laptop design and accommodating screen size. It should be lightweight including backlight features.,['Backlight']
556,B077RQSMSR,I am considering to change my old computer and the new one should be sleek. I want it to run smoothly with an easy viewing screen.,['Computer']
557,B077RQSMSR,I need a new laptop that is fast and has a nice backlit keyboard.,['Computer keyboard']
558,B074WFZJ1D,"I don't have much requirement for my new computer, it just need to be cheap.",['Computer']
559,B074WFZJ1D,I enjoy gaming and I am finding a laptop that perform well in that.,[]
560,B074WFZJ1D,I am going to purchase a new computer on Black Friday so what I want is a computer that play games well in a low cost. The fan should be quiet.,"['Race and ethnicity in the United States Census', 'Computer', 'Fan district', 'Computer']"
561,B074WFZJ1D,My household has different needs for a computer and so it should be fast and have great graphics.,['Computer']
562,B074WFZJ1D,"I am looking for a working laptop for myself and it should look good with a good feel of keyboard. It should also be quiet, lightweight and economical.",['Computer keyboard']
563,B074WFZJ1D,I need the computer to come with Microsoft programmes.,"['Microsoft', 'Computer']"
564,B074WFZJ1D,I am finding a new computer with nice price and good speed.,"['Saint Etienne discography', 'Computer']"
565,B074WFZJ1D,A fast computer is what I need.,['Computer']
566,B074WFZJ1D,My old computer is too slow and I need a new one.,['Computer']
567,B074WFZJ1D,I have limited budget on my new computer so it should have a great price.,['Computer']
568,B074WFZJ1D,I try to present myself with a computer that has a good price.,['Computer']
569,B074WFZJ1D,I surf the internet all day and I am finding a new laptop that do fast in that.,[]
570,B074WFZJ1D,I have a number of files that need good memory to store them.,['Memory']
571,B074WFZJ1D,I need to use a laptop out of my office hour so it should have good amount of RAM within a limited price.,[]
572,B074WFZJ1D,I need some recommendations for a computer that comes with a high performance-cost ratio.,[]
573,B071XTQDL6,I need a computer that comes with a slim profile DVD burner.,[]
574,B071XTQDL6,"I am going back to college later and so I need a laptop with a huge screen and a number pad on the keyboard. Of course, the price should be good.",['Computer keyboard']
575,B071XTQDL6,Price is what I look into when purchasing a new computer.,['Computer']
576,B071XTQDL6,I want to have the best use of the money I would spend on the computer.,['Computer']
577,B071XTQDL6,I have limited budget so the computer should come with a good price.,[]
578,B071XTQDL6,A fast computer with a good price is what I want.,[]
579,B071XTQDL6,My brother needs a fast computer as his Christmas present.,[]
580,B07B5C855G,"I am buying a new laptop for my husband and he wants it to be lightweight, clear and sharp. The sound should be good as well.",[]
581,B07B5C855G,I am finding a new computer with a great price.,[]
582,B07BKVHNPK,I need a computer that is easy to get started.,[]
583,B078BQVGFV,I am finding a computer for myself that is speedy and easy to setup. I would like it to feature backlit keyboard and touch screen.,[]
584,B078BQVGFV,My old laptop is not working and I am finding a new one that has good amount of RAM and storage. It should play games well with a good price.,[]
585,B078BQVGFV,I am in need of a new computer that has a good processor and a practical appearance. It should have less bloatware that my previous computers and be lightweight.,[]
586,B078BQVGFV,I plan to have a great bargain on a new computer.,[]
587,B078BQVGFV,I only have simple needs on my laptop so it just has to be lightweight and economical. The keyboard should be good though.,[]
588,B078BQVGFV,Illuminated keyboard seems cool to me.,[]
589,B078BQVGFV,I use my laptop for school so I need it to be light and sleek. It should also be fast and last long. The design and the touchscreen should be good as well.,[]
590,B078BQVGFV,I am looking for a new computer that comes with a high performance-cost ratio.,[]
591,B078BQVGFV,My old computer doesn't work for me anymore and I am finding a new one with terrifc specs in a great price. The case should be classy and not attachable to fingerprint.,[]
592,B078BQVGFV,I haven't been using a laptop for a while and it would be good to be easy to set up.,[]
593,B078BQVGFV,I need a functional yet inexpensive model.,[]
594,B078BQVGFV,My old computer doesn't last long for the battery life and I hope the new one would.,[]
595,B078BQVGFV,Speed is important to me when purchasing a new computer.,[]
596,B078BQVGFV,I would like to have a sleek design for my next computer.,[]
597,B078BQVGFV,I would look into the specs the computer comes with so it should have a large hard drive and a decent RAM.,[]
598,B078BQVGFV,I want a nice matte finish on my new computer so no fingerprints would be attached to it.,[]
599,B078BQVGFV,I am finding a nice computer that would fit my budget.,[]
600,B078BQVGFV,I do a lot of typing at night so a backlit keyboard would help me a lot. It would be better if the computer is fast.,[]
601,B078BQVGFV,I have limited budget so I need a new computer with great price.,[]
602,B078BQVGFV,I am finding myself a new computer that is light and come with nice size. The battery should last long and be replaceable.,[]
603,B078GMKCDS,"I am in a nursery school and I use my laptop several hours a day. I need it to be easy to set up. Also, it should be fast with the perfect screen size.",[]
604,B078GMKCDS,I am getting a new computer for myself and I need it to be good looking with a great price.,[]
605,B078GMKCDS,I am replacing an old computer and the new one should come with great price.,[]
606,B078GMKCDS,An adequate screen should be installed on the computer.,[]
607,B078GMKCDS,Speed is what I look into when purchasing a new computer.,[]
608,B078GMKCDS,I need a computer that is easy to setup and come with a high quality monitor.,[]
609,B077TFZ323,"I am finding a replacement for my old computer and the new one should be light, solid and has a long battery life.",[]
610,B077TFZ323,I am in need of a new computer that is sleek and compact.,[]
611,B077TFZ323,I want to change my old computer and I am finding a new one that is nice looking and has nice backlit keys. The screen should be sharp though.,[]
612,B077TFZ323,I need to bring my computer to school so I hope it would be lightweight. Also I don't want to have bloatware on the computer.,[]
613,B077TFZ323,"I am planning to buy a new laptop and I want to new one to be silent, lightweight and easy to use. There should be lots of storage. The keyboard should be good with backlight.",[]
614,B077TFZ323,My old computer isn't working and I need to find a new one that is sleek and light. I need it to boot quickly while staying cool.,[]
615,B077TFZ323,I need a good keyboard for my typing work.,[]
616,B077TFZ323,"I want to have a new computer for myself and I need to to be sleek, light and easy to use. The design should be good though.",[]
617,B077TFZ323,I am findinging myself a better computer with competitive specs and budget price.,[]
618,B077TFZ323,I need a stylish computer for my work.,[]
619,B077TFZ323,"As a college student, I need a computer that has a large memory and high speed.",[]
620,B077TFZ323,I am looking for the best computer with the best price.,[]
621,B077TFZ323,I need a computer that is light and lasts long for me to work at the coffee shop.,[]
622,B077TFZ323,I have limited budget for a good computer.,[]
623,B077TFZ323,My girlfriend needs a computer that has a good design and a high performance-cost ratio.,[]
624,B077TFZ323,I need a computer with good processor.,[]
625,B077TFZ323,Quality and price must be balanced for my new computer.,[]
626,B077TFZ323,I am currently running out of savings but I want a nice computer with a nice price.,[]
627,B077TFZ323,I want to save my money for a good computer.,[]
628,B0762PPGJJ,I am finding myself a new computer that has a good battery life and runs cool. I want it to have empty memory slot for further upgrading. The bezel should be thin around the screen. The graphics should be good though. I need a smaller charger unit with a high performance-cost ratio.,[]
629,B0762PPGJJ,My old laptop is not working and I am finding a lightweight and fast one with high performance-cost ratio.,[]
630,B0762PPGJJ,"I am in need of a new computer that is fast, sleek and economical. The speakers have to be good though.",[]
631,B0762PPGJJ,"I am finding a new computer for myself that is fast and has high internet connection. I want it to be lightweight and loud. It would be good if it can install Windows automatically out of the box. One more thing, I want it to play games well.",[]
632,B0762PPGJJ,I need a quiet computer with high performance-cost ratio.,[]
633,B0762PPGJJ,I have got a lot of photos and I need a roomy device for that. I also want it to be lightweight and fast.,[]
634,B0762PPGJJ,I don't know if I would bring the laptop outside but anyway being lightweight isn't bad.,[]
635,B0762PPGJJ,I am replacing my old computer and the new one should restart quickly with an excellent price.,['Computer']
636,B0762PPGJJ,A fast computer with a high performance-cost ratio is what I need.,[]
637,B0762PPGJJ,"I am looking for a new computer with great design, great keyboard and awesome sound output.",[]
638,B0762PPGJJ,I do video editing so a good video card and a fast processor are expected.,[]
639,B0762PPGJJ,I do spreadsheets all day and I want to find myself a computer with a high performance-cost ratio.,[]
640,B0762PPGJJ,The only thing I require on my computer is great specs with decent price.,[]
641,B0762PPGJJ,I need some good specs on the computer for my business.,[]
642,B0762PPGJJ,I want to change my old computer and I need a fast one with excellent battery life.,[]
643,B0762PPGJJ,I want to have a fast and quiet computer.,[]
644,B0762PPGJJ,I am not having a huge budget and so I need a computer with amazing price.,[]
645,B0762PPGJJ,My old computer is not working anymore and I want a new one with sleek design and great display.,[]
646,B0762PPGJJ,All I need on a computer is high bootup speed and great graphics.,[]
647,B009LL9VDG,"I am finding a laptop to bring to school that won't be stolen. A responsive trackpad is needed for me. Also, it should be light, cool and affordable. I video chat with my friends so I hope the front camera is great.",[]
648,B009LL9VDG,"I am professional in the IT sector and I am looking for a computer for my family that is fast, sleek, thin, light and solid. The keyboard should be good. The startup process should be fast and painless. For the battery life, it should be long and fast for charging. It should be inexpensive and portable. I also hope the build quality would be good.",[]
649,B0768M9KVY,"I am finding myself a great computer that is solid and priced greatly. For the keyboard, I need the keys to be good typing, and it's better with backlight.",[]
650,B0768M9KVY,My work require me to have a new computer so I am out here finding a thin computer with nice display and sturdy keyboard.,[]
651,B0768M9KVY,"My old computer doesn't serve me anymore and I am getting myself a new one with good specs, good design and good build quality.",[]
652,B0768M9KVY,I need a new computer for myself and I want it to come with superb build quality. The screen should be good and the clicks should have nice tactility. I hope it would be sleek and economical.,[]
653,B0768M9KVY,I am not affordable to all computers but I want one that is fast and comes with minimal bloatware.,[]
654,B0768M9KVY,I am finding a replacement for my old computer that a longer battery life is expected.,[]
655,B0768M9KVY,I don’t want my current computer anymore and I am looking for a new one coming with the perfect keyboard and screen.,[]
656,B0768M9KVY,I have tried multiple brands and this time I am finding myself a portable computer.,[]
657,B0768M9KVY,"I need to change to a new computer and I want it to have high portability, good display and good battery life.",[]
658,B0768M9KVY,I am finding a computer for light office work and it should boot up quietly and be easy to set up.,[]
659,B0768M9KVY,I need a light computer that holds my 3D programmes well.,[]
660,B0768M9KVY,My old computer does not work as great as it was so I am finding a new one with a beautiful screen and good build quality. It would be great to feature a fingerprint sensor if it doesn't push up the price.,[]
661,B0768M9KVY,I do a lot of travel so I am finding a slim computer that can do well at that.,[]
662,B0768M9KVY,"I am finding a budget computer that is portable and cool. The battery life should be decent. Moreover, the computer should boot up fast.",[]
663,B0768M9KVY,I want to replace my old computer to a better looking computer. It should also be light and economical. The technical specs and speakers should be great.,"['Computer', 'Computer']"
664,B0768M9KVY,I am finding a laptop for myself that is superfast and light. The games I play should work well on it. The design should be good though.,[]
665,B0768M9KVY,I need a fast computer.,['Computer']
666,B0768M9KVY,"I will use the computer for general school work thus I need it to be lightweight, fast and portable.",['Computer']
667,B0768M9KVY,"My old laptop is not working and I am looking for a new one that is fast, portable and light.",[]
668,B0768M9KVY,"I am in need of a new computer that is slim, portable and affordable. The technical features should be strong and the battery life should be great.","['Smart Lander for Investigating Moon', 'Computer']"
669,B0768M9KVY,A computer with high performance-cost ratio is what I need.,[]
670,B0768M9KVY,"As a student of Systems Engineering, I need a fast and portable computer to get my programme done. The build quality should also be excellent.","['Systems engineering', 'Portable computer']"
671,B0768M9KVY,"The current computer is not working and I want a new one that is slim, light and well crafted.","['Computer', 'Smart Lander for Investigating Moon']"
672,B0768M9KVY,"I want to have a new computer that is lightweight, solid and has good specs.",['Computer']
673,B0768M9KVY,Speed is what I consider when purchasing a new computer.,['Computer']
674,B0768M9KVY,"I am not satisfied with my old computer and I want a new one that is light and portable. The battery life should be long and able to recharge quickly. I want the keys to be good to type on. Moreover, I need it to be fast and economical.","['Computer', 'Rechargeable battery']"
675,B0768M9KVY,I need a computer that comes with low price and high specs.,['Computer']
676,B0768M9KVY,My old computer is not working properly so I want a computer with a higher performance-cost ratio.,[]
677,B0768M9KVY,I work for a long time so the battery life should be long enough to support my work.,['Artillery battery']
678,B0768M9KVY,I want to gift myself a light and portable computer.,['Portable computer']
679,B0768M9KVY,My old computer is too slow so I need a faster and lighter one.,['Computer']
680,B0768M9KVY,I would be willing to pay an affordable price for a computer with amazing sound.,['Computer']
681,B0768M9KVY,I need a computer to replace my old computer that should be fast and quiet.,"['Computer', 'Computer']"
682,B0768M9KVY,"I plan to place a new laptop in my home and it should be lightweight, fast and quiet.",[]
683,B0768M9KVY,"I want to upgrade my old computer that I want a faster, lighter and more attractive model. One more thing, I want a more stunning display.",['Computer']
684,B0768M9KVY,I am finding for a nice laptop that is slim and fast. The connectivity should be good. I don't want my eyes to be hurt so a non-glare screen is important. The keys should be chiclet though.,['Smart Lander for Investigating Moon']
685,B0768M9KVY,I plan to buy a travel notebook so it should be slim and lightweight. The battery life should be long so I don't have to take a charger around. The fan should be quiet so I don't disturb others. I want the display to be beautiful and the mousepad and keyboard to be accurate.,"['Fan district', 'Rechargeable battery', 'Computer keyboard', 'Mousepad', 'Smart Lander for Investigating Moon']"
686,B0768M9KVY,"My old computer needs replacement and I need the new one to be lightweight, quick and economical.",['Computer']
687,B0768M9KVY,"I am willing to wait for a computer that fits my needs: small, light and solid. The screen should be good.",['Computer']
688,B0768M9KVY,I am planning to replace my old computer and the new one should come with high performance-cost ratio. The battery life should be good and the display should have high quality. It would be great if the brightness is adjustable for the backlit keyboard.,"['Rechargeable battery', 'Computer keyboard', 'Computer']"
689,B0768M9KVY,I am a student and I want to find a fast and light computer for my everday use. The display should have high resolution.,['Computer']
690,B0768M9KVY,I major in Computer Science and I am finding myself a quick computer.,"['Computer science', 'Computer']"
691,B0072PTV2O,I hope a computer with an awesome price will ever appear.,['Computer']
692,B077BL6GLH,"I took it seriously on typing experience so I need a well sized keyboard that is easy to type on. The keys should be well placed and the touch screen should be responsive. Besides that, the battery life should be decent. I need it to multitask well too","['Computer multitasking', 'Computer keyboard', 'Artillery battery']"
693,B077BL6GLH,I would use the computer with my children so I need it to be light and sturdy. The hinges should be good. I want it to be natural when I am drawing on it.,[]
694,B077BL6GLH,I am finding the best computer for my money.,['Computer']
695,B077BL6GLH,I am a student and I need a recommendation for a lightweight and thin computer. It should also be sleek and come with the perfect size.,['Computer']
696,B077BL6GLH,I am finding a computer for myself that show vivid colours and brightness. The build quality should be good with a responsive touchscreen.,"['Touchscreen', 'Computer', 'Vivid (band)']"
697,B077BL6GLH,I need a handy computer.,['Computer']
698,B077BL6GLH,"I focus on the appearance of a laptop that it should be sleek, nice looking and light.",[]
699,B077BL6GLH,I am getting a new tablet for my online college so I need a big screen and a nice pen. It should also be light and economical.,['Penalty kick']
700,B077BL6GLH,I would have the tablet for office use so it should be easy to use.,[]
701,B077BL6GLH,My son has some suggestion for me on the new computer and all I want is a big screen.,[]
702,B077BL6GLH,I want to try something new that come with a cool touchscreen and sturdy hinges.,[]
703,B077BL6GLH,I am finding myself a new laptop that is cheap and fast. It would be nice to feature a useful touch screen. I also want it to be light and sleek. The keyboard should be responsive though.,[]
704,B077BL6GLH,I would carry my computer around so it would be great to be thin.,[]
705,B077BL6GLH,I am in need of a new computer that comes with great battery. It should also be light with high processing speed.,[]
706,B077BL6GLH,I draw on my tablet so a style pen is a must.,[]
707,B077BL6GLH,I need an economical laptop for my New York trip so it should have a long battery life to stay within the flight. The processor should be good to allow me to play games well.,[]
708,B073R5TXB7,I am finding a work only computer that is fast and has plenty of memory.,[]
709,B073R5TXB7,I need a business flagship with a great price.,[]
710,B073R5TXB7,I need a computer that has solid performance with reasonable price.,[]
711,B073R5TXB7,I don't enjoy waiting so I need a computer that startup and shutdown fast.,[]
712,B073R5TXB7,My old computer is too slow and heavy so I want a completely different one.,[]
713,B073R5TXB7,I hope I can afford a fast computer.,[]
714,B071K1Q8TK,"I have been doing a lot of research on computers and I have been longing for a computer that is light and fast. For the keyboard, it should have an excellent layout and the keys should great when typing. I need a responsive touchpad. I hope the computer won't get overheat at all. For the screen, I want no reflection on it and it should have great viewing angles being crystal clear. I want the bootup time to be as short as possible. For the connectivity, I need it to do well in both Wifi and Bluetooth. The data transfer should be fast. For the specs, I need an outstanding SDD and enough space for my files. It would be better to feature a Wireless Display option. I want minimal amount of fan noise. Moreover, the camera and the speakers should be good with a decent price.",[]
715,B071K1Q8TK,I need a nice computer for my work and it should come with awesome specs with a great price. It would be nice to be featured with a great red backlit keyboard. The image should be colourful on an anti-glare screen.,[]
716,B071K1Q8TK,My work requires for a better computer that comes with a sturdy keyboard with useful backlighting. It should be fast and able to store lots of data. It should also come with good price and decent battery life.,[]
717,B071K1Q8TK,"As a fairly active gamer, I need a computer that is solid and bootup fast. The wireless connectivity should be good as well.",[]
718,B071K1Q8TK,I am planning to replace my old computer and I need the new one to run games fabulously. It should startup fast. Aesthetics seems important to me. The keyboard would be better to be lighted up. A good graphic card should come with a low cost.,[]
719,B071K1Q8TK,I am finding a computer to do a couple of gaming so it should run games smoothly with amazing graphics. The keyboard should be comfortable for me with a low cost.,[]
720,B071K1Q8TK,I work in IT for a living and I am buying myself a economical computer that does not have a reflective screen.,[]
721,B071K1Q8TK,I am looking for a new economical computer for myself and it should bootup fast and have a beautiful display. The keyboard would be good with great red backlit keys and separated number keypad.,[]
722,B071K1Q8TK,I want to find a computer with high performance-cost ratio that would be perfect to use in trips.,[]
723,B071K1Q8TK,I am a console gamer but now I am finding a gaming laptop that has amazing speed and awesome graphics. The bottom line is that it must play games well.,[]
724,B071K1Q8TK,I need some great specs for my computer.,[]
725,B071K1Q8TK,Our business need a computer that comes with a high performance-cost ratio.,[]
726,B071K1Q8TK,I plan to do some laptop gaming so it should play games well and fast.,[]
727,B071K1Q8TK,A computer with a high performance-cost ratio is what I need.,[]
728,B071K1Q8TK,I am finding a replacement for a higher performance-cost ratio.,[]
729,B071K1Q8TK,I need a fast computer.,['Computer']
730,B071K1Q8TK,I play games so I need a laptop to perform well in those.,[]
731,B071K1Q8TK,My old computer doesn't perform games well so I need a new one. I also want a red lit keyboard to come with it.,['Computer']
732,B071K1Q8TK,I am a video editor and I need a good looking computer.,[]
733,B071K1Q8TK,I want a computer that run games without issues.,['Computer']
734,B071K1Q8TK,I want a computer that is thinner than my previous computer.,"['Computer', 'Computer']"
735,B071K1Q8TK,I need the best use of my money on a good computer.,['Computer']
736,B071K1Q8TK,I need a fast computer.,[]
737,B071K1Q8TK,I want a powerful computer to come with a low price.,[]
738,B0752W6W4Q,I am looking for a new laptop that is fast and comfortable to type on. I hope there won’t be much bloatware.,[]
739,B0752W6W4Q,I do the computer for school work and I want it to come with slicky trackpad and good keyboard layout. I also want it to be sleek and solid.,"['Keyboard layout', 'Touchpad', 'Computer']"
740,B0752W6W4Q,My old computer needs replacement and the new one should be fast and has a perfect size. The screen should be great though.,['Computer']
741,B0752W6W4Q,I need a solid hard drive to run everything smoothly.,['Hard disk drive']
742,B0752W6W4Q,I need a replacement of my old computer that has a modern design and a nice screen. I want it to be fast in booting. The fingerprint sensor should be good as well as the price.,"['Fingerprint', 'Computer']"
743,B0752W6W4Q,"I have just retired and I am finding a computer for my personal use. I would like to have a laptop with a tablet PC form factor. There should be a fast storage. The battery should last long and run cool. I need an optimum screen size and a reliable touch of the laptop. The should also be enough ports for connectivity and an expandable RAM. The access to Internet should be fast. For the specs, I need a fast fingerprint reader and a backlit keyboard.",[]
744,B0752W6W4Q,My daughter does a lot of drawing on her tablet and she needs a handy one with rich colours shown on the screen.,[]
745,B0752W6W4Q,"I am in need of a new computer with a nice screen, a convenient fingerprint reader and good battery life.","['Fingerprint', 'Computer', 'Artillery battery']"
746,B0752W6W4Q,I don't work on my old computer nowadays and I need a computer with bigger keys and better keyboard. The touchscreen should be better too. I want the computer to be sturdy with a nice texture. The battery should have the best life and do fast charging.,"['Computer keyboard', 'Computer', 'Computer', 'Touchscreen', 'Rechargeable battery', 'Computer']"
747,B0752W6W4Q,I am buying myself a new computer that is fast and built solidly.,[]
748,B0752W6W4Q,I am a student and I am finding a tablet for school that has a sleek design and a crisp screen. A reliable fingerprint sensor being featured would be nice.,[]
749,B0752W6W4Q,I need a new computer for myself that is light but has a huge screen with decent graphics. I hope it would be easy to setup and has a quick internet connection.,[]
750,B071CHYSL5,I don't have an unlimited budget so I want a computer with a large screen and a fast processor. The keyboard action should be quick. It would be great if it comes with a DVD player with a great price.,[]
751,B071CHYSL5,My budget is limited and I need a computer with a great price.,[]
752,B071CHYSL5,I want to have a new computer that comes with the highest performance-cost ratio.,[]
753,B071CHYSL5,My regular computer needs repairment so I am finding a new one with nice display in a low cost.,[]
754,B071CHYSL5,I enjoy surfing the internet with no cords needed in a good price.,[]
755,B071CHYSL5,The only requirement I have for my computer is it has to be easy to use.,[]
756,B071CHYSL5,"I need everything to be easy on my computer, including setup and usage.",[]
757,B071CHYSL5,I am getting a new computer with impressing specs to play games well.,[]
758,B071CHYSL5,My old computer is not working and I need a fast and well built one.,[]
759,B07BP9QG2J,I am changing to a new computer and I want to come with amazing speakers and comfortable keyboard. The CPU and Wifi connection should be fast. The thermal control should also be good though.,[]
760,B07BP9QG2J,"I need something to bring to work and I hope it would be thin, light and sturdy.",[]
761,B07BP9QG2J,I am replacing my old computer that I want a full sized keyboard with a number pad. The processor and cooling fans should be effective. I want the trackpad and speakers to be good also. There should not be a lot of preinstalled bloatware. I don't want the cost to be high though.,"['Computer keyboard', 'Touchpad', 'Software bloat', 'Computer']"
762,B07BP9QG2J,I want a new gaming laptop that play my games well with a good price.,['Gaming computer']
763,B07BP9QG2J,I am buying a new computer for my relative and he needs a good CPU to play games well.,"['Central processing unit', 'Computer']"
764,B07BP9QG2J,My old computer doesn't work for me anymore and I need a responsive one with high performance-cost ratio.,[]
765,B07BP9QG2J,I need a new computer that is fast and economical.,['Computer']
766,B07BP9QG2J,All I need is a computer that play games well.,[]
767,B07BP9QG2J,I do video editing so the computer should work great with that.,"['Computer', 'Video editing']"
768,B07BP9QG2J,I would use the computer for engineering purposes and it should be good looking and affordable.,['Computer']
769,B07BP9QG2J,I need a computer that run any games well.,['Computer']
770,B07BP9QG2J,I am sensitive to sound so I want the best sound quality on my computer.,['Computer']
771,B07BP9QG2J,I do a lot of typing so the keys should be wonderful.,[]
772,B07BP9QG2J,I am finding a new computer that the keyboard is nice looking and comfortable. The components should be great with good thermal system.,"['Computer keyboard', 'Computer']"
773,B072FRYB5X,I want to have a new computer that is easy to setup. The speakers should be good though.,['Computer']
774,B072FRYB5X,"I am finding a replacement computer and it should be fast, light and easy to use.",['Computer']
775,B072FRYB5X,My old computer needs replacement and I need a new one with a good screen size and tight and responsive keys.,['Computer']
776,B072FRYB5X,I am looking for a high quality computer with a great price.,['Computer']
777,B072FRYB5X,The computer I want should handle all my needs with a good price.,['Computer']
778,B072FRYB5X,I expect to see some good pictures on the screen.,[]
779,B072FRYB5X,My old computer died so I need a new one immdiately with good picture and sound in a right price.,[]
780,B073W6J71R,My son needs a computer with a good screen size for his animation classes.,['Computer']
781,B073W6J71R,I am finding a new computer for myself that has responsive keys and a beautiful screen.,['Computer']
782,B073W6J71R,I need a computer with a good hardware.,['Computer']
783,B073W6J71R,My friend askes me to buy her a lightweight computer.,['Computer']
784,B073W6J71R,I need a fast computer to do basic home stuff.,['Computer']
785,B073W6J71R,My wife says she needs a computer that is easy to use and works well with Wifi.,['Computer']
786,B073W6J71R,I want the new computer to come with a cool touch screen.,"['Computer', 'Cool Touch']"
787,B073W6J71R,The money I paid should be exchanged for the best computer.,['Computer']
788,B073W6J71R,I need a state-of-the-art laptop that comes with a low price.,[]
789,B073W6J71R,All I need is a computer with a long battery life and a great touch screen.,"['Artillery battery', 'Computer']"
790,B073W6J71R,I need a recommendation of a handy and light computer for my sister.,['Computer']
791,B073W6J71R,My family and I need a fast computer with a high performance-cost ratio.,['My Family']
792,B073W6J71R,I don't have a huge budget so I need a computer with a good price.,['Computer']
793,B0795W86N3,I need a strong upgrade from my old computer that is faster and has better screen.,['Computer']
794,B0795W86N3,"I did a lot of researching and I need a new computer that is fast, cheap, light and slim.","['Computer', 'Smart Lander for Investigating Moon']"
795,B0795W86N3,"My old laptop isn't working very well and I need a new one that comes with a good price. I want it to be fast, lightweight and portable. The battery life should be awesome and the screen should be bright for me.",['Rechargeable battery']
796,B0795W86N3,I will do research on the specs and I need a computer that bootup fast and silently.,[]
797,B0795W86N3,I am looking through the recommendations on Amazon and want to find myself a quick computer.,"['Amazon.com', 'Computer']"
798,B0795W86N3,I need a new computer for myself that is lightweight and fast. I want a nice display with some chickley keys.,['Computer']
799,B0795W86N3,My old computer was on fritz so I need a new computer that is quick and easy to setup.,"['Computer', 'Computer']"
